global_cell_index,cell_id,model_seed,checkpoint_index,checkpoint_step,checkpoint_sha256,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_cutoff,primary_cell,family_search_execution_mode,transfer_execution_mode,source_stage,source_run_id,source_manifest,source_cell_id,fresh_cell_index,worker_id,output_root,status,stopping_reason,family_size,transfer_group_status
270,s2-step200-f99of100-d3of4,2,1,200,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,251,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step200-f99of100-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
271,s2-step3400-f4of5-d1of4,2,2,3400,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,252,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step3400-f4of5-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
272,s2-step3400-f4of5-d1of2,2,2,3400,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,253,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step3400-f4of5-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
273,s2-step3400-f4of5-d3of4,2,2,3400,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,254,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step3400-f4of5-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
274,s2-step3400-f17of20-d1of4,2,2,3400,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,255,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step3400-f17of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
275,s2-step3400-f17of20-d1of2,2,2,3400,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,256,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step3400-f17of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
276,s2-step3400-f17of20-d3of4,2,2,3400,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,257,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step3400-f17of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
277,s2-step3400-f9of10-d1of4,2,2,3400,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,258,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step3400-f9of10-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
278,s2-step3400-f9of10-d1of2,2,2,3400,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,259,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step3400-f9of10-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
279,s2-step3400-f9of10-d3of4,2,2,3400,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,260,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step3400-f9of10-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
280,s2-step3400-f19of20-d1of4,2,2,3400,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,261,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step3400-f19of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
281,s2-step3400-f19of20-d1of2,2,2,3400,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,262,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step3400-f19of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
282,s2-step3400-f19of20-d3of4,2,2,3400,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,263,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step3400-f19of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
283,s2-step3400-f39of40-d1of4,2,2,3400,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,264,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step3400-f39of40-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
284,s2-step3400-f39of40-d1of2,2,2,3400,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,265,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step3400-f39of40-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
285,s2-step3400-f39of40-d3of4,2,2,3400,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,266,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step3400-f39of40-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
286,s2-step3400-f99of100-d1of4,2,2,3400,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,267,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step3400-f99of100-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
287,s2-step3400-f99of100-d1of2,2,2,3400,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,268,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step3400-f99of100-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
288,s2-step3400-f99of100-d3of4,2,2,3400,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,269,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step3400-f99of100-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
289,s2-step7450-f4of5-d1of4,2,3,7450,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,270,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step7450-f4of5-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
290,s2-step7450-f4of5-d1of2,2,3,7450,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,271,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step7450-f4of5-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
291,s2-step7450-f4of5-d3of4,2,3,7450,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,272,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step7450-f4of5-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
292,s2-step7450-f17of20-d1of4,2,3,7450,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,273,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step7450-f17of20-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
293,s2-step7450-f17of20-d1of2,2,3,7450,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,274,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step7450-f17of20-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
294,s2-step7450-f17of20-d3of4,2,3,7450,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,275,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step7450-f17of20-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
295,s2-step7450-f9of10-d1of4,2,3,7450,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,276,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step7450-f9of10-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
296,s2-step7450-f9of10-d1of2,2,3,7450,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,277,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step7450-f9of10-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
297,s2-step7450-f9of10-d3of4,2,3,7450,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,278,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step7450-f9of10-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
298,s2-step7450-f19of20-d1of4,2,3,7450,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,279,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step7450-f19of20-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
299,s2-step7450-f19of20-d1of2,2,3,7450,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,280,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step7450-f19of20-d1of2,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
300,s2-step7450-f19of20-d3of4,2,3,7450,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,281,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step7450-f19of20-d3of4,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
301,s2-step7450-f39of40-d1of4,2,3,7450,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,282,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step7450-f39of40-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
302,s2-step7450-f39of40-d1of2,2,3,7450,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,283,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step7450-f39of40-d1of2,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
303,s2-step7450-f39of40-d3of4,2,3,7450,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,284,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step7450-f39of40-d3of4,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
304,s2-step7450-f99of100-d1of4,2,3,7450,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,285,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step7450-f99of100-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
305,s2-step7450-f99of100-d1of2,2,3,7450,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,286,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step7450-f99of100-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
306,s2-step7450-f99of100-d3of4,2,3,7450,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,287,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step7450-f99of100-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
307,s2-step8150-f4of5-d1of4,2,4,8150,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,288,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step8150-f4of5-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
308,s2-step8150-f4of5-d1of2,2,4,8150,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,289,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step8150-f4of5-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
309,s2-step8150-f4of5-d3of4,2,4,8150,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,290,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step8150-f4of5-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
310,s2-step8150-f17of20-d1of4,2,4,8150,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,291,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step8150-f17of20-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
311,s2-step8150-f17of20-d1of2,2,4,8150,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,292,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step8150-f17of20-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
312,s2-step8150-f17of20-d3of4,2,4,8150,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,293,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step8150-f17of20-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
313,s2-step8150-f9of10-d1of4,2,4,8150,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,294,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step8150-f9of10-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
314,s2-step8150-f9of10-d1of2,2,4,8150,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,295,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step8150-f9of10-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
315,s2-step8150-f9of10-d3of4,2,4,8150,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,296,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step8150-f9of10-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
316,s2-step8150-f19of20-d1of4,2,4,8150,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,297,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step8150-f19of20-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
317,s2-step8150-f19of20-d1of2,2,4,8150,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,298,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step8150-f19of20-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
318,s2-step8150-f19of20-d3of4,2,4,8150,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,299,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step8150-f19of20-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
319,s2-step8150-f39of40-d1of4,2,4,8150,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,300,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step8150-f39of40-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
320,s2-step8150-f39of40-d1of2,2,4,8150,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,301,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step8150-f39of40-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
321,s2-step8150-f39of40-d3of4,2,4,8150,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,302,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step8150-f39of40-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
322,s2-step8150-f99of100-d1of4,2,4,8150,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,303,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step8150-f99of100-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
323,s2-step8150-f99of100-d1of2,2,4,8150,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,304,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step8150-f99of100-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
324,s2-step8150-f99of100-d3of4,2,4,8150,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,305,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step8150-f99of100-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
325,s2-step8500-f4of5-d1of4,2,5,8500,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,306,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step8500-f4of5-d1of4,budget_exhaustion,requested_member_5_budget_exhaustion,4,complete
326,s2-step8500-f4of5-d1of2,2,5,8500,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,307,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step8500-f4of5-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
327,s2-step8500-f4of5-d3of4,2,5,8500,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,308,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step8500-f4of5-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
328,s2-step8500-f17of20-d1of4,2,5,8500,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,309,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step8500-f17of20-d1of4,budget_exhaustion,requested_member_6_budget_exhaustion,5,complete
329,s2-step8500-f17of20-d1of2,2,5,8500,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,310,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step8500-f17of20-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
330,s2-step8500-f17of20-d3of4,2,5,8500,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,311,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step8500-f17of20-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
331,s2-step8500-f9of10-d1of4,2,5,8500,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,312,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step8500-f9of10-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
332,s2-step8500-f9of10-d1of2,2,5,8500,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,313,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step8500-f9of10-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
333,s2-step8500-f9of10-d3of4,2,5,8500,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,314,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step8500-f9of10-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
334,s2-step8500-f19of20-d1of4,2,5,8500,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,315,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step8500-f19of20-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
335,s2-step8500-f19of20-d1of2,2,5,8500,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,316,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step8500-f19of20-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
336,s2-step8500-f19of20-d3of4,2,5,8500,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,317,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step8500-f19of20-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
337,s2-step8500-f39of40-d1of4,2,5,8500,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,318,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step8500-f39of40-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
338,s2-step8500-f39of40-d1of2,2,5,8500,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,319,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step8500-f39of40-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
339,s2-step8500-f39of40-d3of4,2,5,8500,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,320,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step8500-f39of40-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
340,s2-step8500-f99of100-d1of4,2,5,8500,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,321,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step8500-f99of100-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
341,s2-step8500-f99of100-d1of2,2,5,8500,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,322,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step8500-f99of100-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
342,s2-step8500-f99of100-d3of4,2,5,8500,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,323,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step8500-f99of100-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
343,s2-step8650-f4of5-d1of4,2,6,8650,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,324,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step8650-f4of5-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
344,s2-step8650-f4of5-d1of2,2,6,8650,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,325,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step8650-f4of5-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
345,s2-step8650-f4of5-d3of4,2,6,8650,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,326,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step8650-f4of5-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
346,s2-step8650-f17of20-d1of4,2,6,8650,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,327,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step8650-f17of20-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
347,s2-step8650-f17of20-d1of2,2,6,8650,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,328,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step8650-f17of20-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
348,s2-step8650-f17of20-d3of4,2,6,8650,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,329,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step8650-f17of20-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
349,s2-step8650-f9of10-d1of4,2,6,8650,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,330,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step8650-f9of10-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
350,s2-step8650-f9of10-d1of2,2,6,8650,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,331,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step8650-f9of10-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
351,s2-step8650-f9of10-d3of4,2,6,8650,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,332,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step8650-f9of10-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
352,s2-step8650-f19of20-d1of4,2,6,8650,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,333,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step8650-f19of20-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
353,s2-step8650-f19of20-d1of2,2,6,8650,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,334,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step8650-f19of20-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
354,s2-step8650-f19of20-d3of4,2,6,8650,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,335,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step8650-f19of20-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
355,s2-step8650-f39of40-d1of4,2,6,8650,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,336,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step8650-f39of40-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
356,s2-step8650-f39of40-d1of2,2,6,8650,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,337,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step8650-f39of40-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
357,s2-step8650-f39of40-d3of4,2,6,8650,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,338,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step8650-f39of40-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
358,s2-step8650-f99of100-d1of4,2,6,8650,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,339,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step8650-f99of100-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
359,s2-step8650-f99of100-d1of2,2,6,8650,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,340,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step8650-f99of100-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
360,s2-step8650-f99of100-d3of4,2,6,8650,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,341,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step8650-f99of100-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
361,s2-step9050-f4of5-d1of4,2,7,9050,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,342,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step9050-f4of5-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
362,s2-step9050-f4of5-d1of2,2,7,9050,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,343,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step9050-f4of5-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
363,s2-step9050-f4of5-d3of4,2,7,9050,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,344,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step9050-f4of5-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
364,s2-step9050-f17of20-d1of4,2,7,9050,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,345,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step9050-f17of20-d1of4,budget_exhaustion,requested_member_5_budget_exhaustion,4,complete
